"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"3785","S3R243_M3230705","LSD","S3R243 - Price trends over the next 12 months","S3R243 - Kainu pokyciu prognoze artimiausiems 12 men.","Activity status | Trend (2001M05 - 2016M04) (Not be renewed)","Tendencijos kryptis | Užimtumo statusas (2001M05 - 2016M04) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R243_M3230705(1.0)",FALSE,FALSE,NA,NA,"M3230705"
"3786","S3R243_M3230704","LSD","S3R243 - Price trends over the next 12 months","S3R243 - Kainu pokyciu prognoze artimiausiems 12 men.","Education | Trend (2001M05 - 2019M05) (Was renewed: 2019-05-29)","Išsilavinimas | Tendencijos kryptis (2001M05 - 2019M05) (Atnaujinta: 2019-05-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R243_M3230704(1.0)",FALSE,FALSE,NA,NA,"M3230704"
"3787","S3R243_M3230702","LSD","S3R243 - Price trends over the next 12 months","S3R243 - Kainu pokyciu prognoze artimiausiems 12 men.","Sex | Trend (2001M05 - 2019M05) (Was renewed: 2019-05-29)","Lytis | Tendencijos kryptis (2001M05 - 2019M05) (Atnaujinta: 2019-05-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R243_M3230702(1.0)",FALSE,FALSE,NA,NA,"M3230702"
"3788","S3R243_M3230706","LSD","S3R243 - Price trends over the next 12 months","S3R243 - Kainu pokyciu prognoze artimiausiems 12 men.","Income quartile groups | Trend (2001M05 - 2019M05) (Was renewed: 2019-05-29)","Pajamu kvartiline grupe | Tendencijos kryptis (2001M05 - 2019M05) (Atnaujinta: 2019-05-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R243_M3230706(1.0)",FALSE,FALSE,NA,NA,"M3230706"
"3789","S3R243_M3230707","LSD","S3R243 - Price trends over the next 12 months","S3R243 - Kainu pokyciu prognoze artimiausiems 12 men.","Opinion of the population | Trend (2001M05 - 2019M05) (Was renewed: 2019-05-29)","Tendencijos kryptis | Visu gyventoju nuomone (2001M05 - 2019M05) (Atnaujinta: 2019-05-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R243_M3230707(1.0)",FALSE,FALSE,NA,NA,"M3230707"
"3790","S3R243_M3230708","LSD","S3R243 - Price trends over the next 12 months","S3R243 - Kainu pokyciu prognoze artimiausiems 12 men.","Activity status | Trend (2016M05 - 2019M05) (Was renewed: 2019-05-29)","Tendencijos kryptis | Užimtumo statusas (2016M05 - 2019M05) (Atnaujinta: 2019-05-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R243_M3230708(1.0)",FALSE,FALSE,NA,NA,"M3230708"
"3791","S3R244_M3210206","LSD","S3R244 - Proportion of the population aged 20–64 smoking every day","S3R244 - Kasdien rukanciu 20–64 metu amžiaus gyventoju dalis","Sex (2000 - 2014) (Not be renewed)","Lytis (2000 - 2014) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R244_M3210206(1.0)",FALSE,FALSE,NA,NA,"M3210206"
"3792","S3R245_M3190103","LSD","S3R245 - Number of Catholic baptisms","S3R245 - Kataliku bažnytiniu krikštynu skaicius","Diocese (2000 - 2016) (Not be renewed)","Vyskupija (2000 - 2016) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R245_M3190103(1.0)",FALSE,FALSE,NA,NA,"M3190103"
"3793","S3R246_M3190103","LSD","S3R246 - Number of Catholic funerals","S3R246 - Kataliku bažnytiniu laidotuviu skaicius","Diocese (2000 - 2016) (Not be renewed)","Vyskupija (2000 - 2016) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R246_M3190103(1.0)",FALSE,FALSE,NA,NA,"M3190103"
"3794","S3R247_M3190103","LSD","S3R247 - Number of Catholic marriages","S3R247 - Kataliku bažnytiniu santuoku skaicius","Diocese (2000 - 2016) (Not be renewed)","Vyskupija (2000 - 2016) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R247_M3190103(1.0)",FALSE,FALSE,NA,NA,"M3190103"
"3795","S3R248_M3130204_1","LSD","S3R248 - Catalogues, bibliographic publications","S3R248 - Katalogai, bibliografiniai leidiniai","Total (2005 - 2015) (Not be renewed)","Suminis (2005 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R248_M3130204_1(1.0)",FALSE,FALSE,NA,NA,"M3130204_1"
"3796","S3R249_M3231504","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Education | Trend (2001M07 - 2019M04) (Was renewed: 2019-04-26)","Išsilavinimas | Tendencijos kryptis (2001M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231504(1.0)",FALSE,FALSE,NA,NA,"M3231504"
"3797","S3R249_M3231502","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Sex | Trend (2001M07 - 2019M04) (Was renewed: 2019-04-26)","Lytis | Tendencijos kryptis (2001M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231502(1.0)",FALSE,FALSE,NA,NA,"M3231502"
"3798","S3R249_M3231505","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Activity status | Trend (2001M07 - 2016M04) (Not be renewed)","Tendencijos kryptis | Užimtumo statusas (2001M07 - 2016M04) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231505(1.0)",FALSE,FALSE,NA,NA,"M3231505"
"3799","S3R249_M3231506","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Income quartile groups | Trend (2001M07 - 2019M04) (Was renewed: 2019-04-26)","Pajamu kvartiline grupe | Tendencijos kryptis (2001M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231506(1.0)",FALSE,FALSE,NA,NA,"M3231506"
"3800","S3R249_M3231501","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Place of residence | Trend (2001M07 - 2019M04) (Was renewed: 2019-04-26)","Gyvenamoji vietove | Tendencijos kryptis (2001M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231501(1.0)",FALSE,FALSE,NA,NA,"M3231501"
"3801","S3R249_M3231503","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Age | Trend (2001M07 - 2019M04) (Was renewed: 2019-04-26)","Amžius | Tendencijos kryptis (2001M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231503(1.0)",FALSE,FALSE,NA,NA,"M3231503"
"3802","S3R249_M3231507","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Opinion of the population | Trend (2001M07 - 2019M04) (Was renewed: 2019-04-26)","Tendencijos kryptis | Visu gyventoju nuomone (2001M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231507(1.0)",FALSE,FALSE,NA,NA,"M3231507"
"3803","S3R249_M3231508","LSD","S3R249 - Intentions to buy or build a house, an apartment, a summer house, etc. over the next 12 months","S3R249 - Ketinimai pirkti ar statyti nama, buta, vasarnami ir pan. per artimiausius 12 men.","Activity status | Trend (2016M07 - 2019M04) (Was renewed: 2019-04-26)","Tendencijos kryptis | Užimtumo statusas (2016M07 - 2019M04) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R249_M3231508(1.0)",FALSE,FALSE,NA,NA,"M3231508"
"3804","S3R250_M3130118","LSD","S3R250 - Movable cultural heritage","S3R250 - Kilnojamosios kulturos vertybes","Total (2006 - 2018) (Was renewed: 2019-04-25)","Suminis (2006 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R250_M3130118(1.0)",FALSE,FALSE,NA,NA,"M3130118"
"3805","S3R251_M3130112_1","LSD","S3R251 - Film documents in archives","S3R251 - Kino dokumentai archyvuose","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R251_M3130112_1(1.0)",FALSE,FALSE,NA,NA,"M3130112_1"
"3806","S3R252_M3130104_1","LSD","S3R252 - Number of cinema halls","S3R252 - Kino saliu skaicius","Place of residence (2000 - 2018) (Was renewed: 2019-04-25)","Gyvenamoji vietove (2000 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R252_M3130104_1(1.0)",FALSE,FALSE,NA,NA,"M3130104_1"
"3807","S3R252_M3130109_13","LSD","S3R252 - Number of cinema halls","S3R252 - Kino saliu skaicius","Counties (2000 - 2018) (Was renewed: 2019-04-25)","Apskritys (2000 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R252_M3130109_13(1.0)",FALSE,FALSE,NA,NA,"M3130109_13"
"3808","S3R253_M3130104_1","LSD","S3R253 - Number of cinemas and video cinemas","S3R253 - Kinu ir vaizdo kinu skaicius","Place of residence (2000 - 2018) (Was renewed: 2019-04-25)","Gyvenamoji vietove (2000 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R253_M3130104_1(1.0)",FALSE,FALSE,NA,NA,"M3130104_1"
"3809","S3R253_M3130109_12","LSD","S3R253 - Number of cinemas and video cinemas","S3R253 - Kinu ir vaizdo kinu skaicius","Counties (1994 - 2018) (Was renewed: 2019-04-25)","Apskritys (1994 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R253_M3130109_12(1.0)",FALSE,FALSE,NA,NA,"M3130109_12"
"3810","S3R254_M3130106_2","LSD","S3R254 - Visitors in public concert organizations","S3R254 - Valstybiniu koncertiniu organizaciju klausytoju skaicius","Total (1991 - 2018) (Was renewed: 2019-04-25)","Suminis (1991 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R254_M3130106_2(1.0)",FALSE,FALSE,NA,NA,"M3130106_2"
"3811","S3R255_M3110611","LSD","S3R255 - Foreign nationals studying at colleges","S3R255 - Kolegijose studijuojantys užsienio pilieciai","Duration of the curriculum (2001-2002 - 2018-2019) (Was renewed: 2019-05-13)","Studiju programos trukme (2001-2002 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R255_M3110611(1.0)",FALSE,FALSE,NA,NA,"M3110611"
"3812","S3R255_M3110612","LSD","S3R255 - Foreign nationals studying at colleges","S3R255 - Kolegijose studijuojantys užsienio pilieciai","Exchange programme (2002-2003 - 2018-2019) (Was renewed: 2019-05-13)","Atvykimo studijuoti pobudis (2002-2003 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R255_M3110612(1.0)",FALSE,FALSE,NA,NA,"M3110612"
"3813","S3R255_M3110614","LSD","S3R255 - Foreign nationals studying at colleges","S3R255 - Kolegijose studijuojantys užsienio pilieciai","Citizenship (2005-2006 - 2018-2019) (Was renewed: 2019-05-13)","Pilietybe (2005-2006 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R255_M3110614(1.0)",FALSE,FALSE,NA,NA,"M3110614"
"3814","S3R256_M3110608","LSD","S3R256 - College lecturers","S3R256 - Kolegiju destytojai","Format of academic work | Sex (2001-2002 - 2018-2019) (Was renewed: 2019-05-13)","Destytoju darbo pobudis | Lytis (2001-2002 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R256_M3110608(1.0)",FALSE,FALSE,NA,NA,"M3110608"
"3815","S3R256_M3110609","LSD","S3R256 - College lecturers","S3R256 - Kolegiju destytojai","Sex | University and pedagogical university degree (2001-2002 - 2018-2019) (Was renewed: 2019-05-13)","Lytis | Mokslo laipsnis ir pedagoginis vardas (2001-2002 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R256_M3110609(1.0)",FALSE,FALSE,NA,NA,"M3110609"
"3816","S3R257_M3110601_1","LSD","S3R257 - Number of colleges","S3R257 - Kolegiju skaicius","Administrative territory (2000-2001 - 2018-2019) (Was renewed: 2019-05-13)","Administracine teritorija (2000-2001 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R257_M3110601_1(1.0)",FALSE,FALSE,NA,NA,"M3110601_1"
"3817","S3R258_M3110603","LSD","S3R258 - College students","S3R258 - Kolegiju studentai","Field of education | Sex (2013-2014 - 2018-2019) (Was renewed: 2019-05-13)","Lytis | Studiju sritis (2013-2014 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R258_M3110603(1.0)",FALSE,FALSE,NA,NA,"M3110603"
"3818","S3R258_M3110602_1","LSD","S3R258 - College students","S3R258 - Kolegiju studentai","Mode of studies (2000-2001 - 2018-2019) (Was renewed: 2019-05-13)","Studiju forma (2000-2001 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R258_M3110602_1(1.0)",FALSE,FALSE,NA,NA,"M3110602_1"
"3819","S3R258_M3110601_2","LSD","S3R258 - College students","S3R258 - Kolegiju studentai","Administrative territory | Sex (2010-2011 - 2018-2019) (Was renewed: 2019-05-13)","Administracine teritorija | Lytis (2010-2011 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R258_M3110601_2(1.0)",FALSE,FALSE,NA,NA,"M3110601_2"
"3820","S3R258_M3110605_2","LSD","S3R258 - College students","S3R258 - Kolegiju studentai","Source of money (2000-2001 - 2018-2019) (Was renewed: 2019-05-13)","Lešu šaltinis (2000-2001 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R258_M3110605_2(1.0)",FALSE,FALSE,NA,NA,"M3110605_2"
"3821","S3R258_M3110105_3","LSD","S3R258 - College students","S3R258 - Kolegiju studentai","Age (2000-2001 - 2018-2019) (Was renewed: 2019-05-13)","Amžius (2000-2001 - 2018-2019) (Atnaujinta: 2019-05-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R258_M3110105_3(1.0)",FALSE,FALSE,NA,NA,"M3110105_3"
"3822","S3R259_M3110613","LSD","S3R259 - College students who during the academic year broadened knowledge abroad","S3R259 - Kolegiju studentai, per mokslo metus giline žinias užsienyje","Exchange programme (2001-2002 - 2017-2018) (Was renewed: 2018-05-11)","Išvykimo studijuoti pobudis (2001-2002 - 2017-2018) (Atnaujinta: 2018-05-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R259_M3110613(1.0)",FALSE,FALSE,NA,NA,"M3110613"
"3823","S3R260_M3110106_2","LSD","S3R260 - Number of computers used for learning purposes per 100 pupils and students","S3R260 - Kompiuteriu, naudojamu mokytis, skaicius, tenkantis 100 mokiniu ir studentu","Type of educational institution (2002-2003 - 2018-2019) (Was renewed: 2019-05-22)","Mokymo istaigos tipas (2002-2003 - 2018-2019) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R260_M3110106_2(1.0)",FALSE,FALSE,NA,NA,"M3110106_2"
"3824","S3R261_M3110106_1","LSD","S3R261 - Number of computers in educational institutions","S3R261 - Kompiuteriu skaicius mokymo istaigose","Computer usage in education facilities | Type of educational institution (2002-2003 - 2018-2019) (Was renewed: 2019-05-22)","Mokymo istaigos tipas | Mokymo istaigu kompiuteriu naudojimas (2002-2003 - 2018-2019) (Atnaujinta: 2019-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R261_M3110106_1(1.0)",FALSE,FALSE,NA,NA,"M3110106_1"
"3825","S3R262_M3130106_1","LSD","S3R262 - Public concert organisations","S3R262 - Valstybiniu koncertiniu organizaciju skaicius","Total (1991 - 2018) (Was renewed: 2019-04-25)","Suminis (1991 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R262_M3130106_1(1.0)",FALSE,FALSE,NA,NA,"M3130106_1"
"3826","S3R263_M3130108_2","LSD","S3R263 - Number of participants in cultural centres","S3R263 - Kulturos centru dalyviu skaicius","Administrative territory (1992 - 2018) (Was renewed: 2019-04-25)","Administracine teritorija (1992 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R263_M3130108_2(1.0)",FALSE,FALSE,NA,NA,"M3130108_2"
"3827","S3R264_M3130108_1","LSD","S3R264 - Number of cultural centres","S3R264 - Kulturos centru skaicius","Administrative territory (1989 - 2018) (Was renewed: 2019-04-25)","Administracine teritorija (1989 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R264_M3130108_1(1.0)",FALSE,FALSE,NA,NA,"M3130108_1"
"3828","S3R265_M3130107_4","LSD","S3R265 - Number of copies in libraries subordinate to the Ministry of Culture per 100 population","S3R265 - Egzemplioriu Kulturos ministerijai pavaldžiose bibliotekose skaicius, tenkantis 100 gyventoju  ","Administrative territory (1994 - 2015) (Not be renewed)","Administracine teritorija (1994 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R265_M3130107_4(1.0)",FALSE,FALSE,NA,NA,"M3130107_4"
"3829","S3R266_M3120171","LSD","S3R266 - Visits to cultural places","S3R266 - Kulturos vietu lankomumas","Period | Place | Sex (2005 - 2005) (Not be renewed)","Lytis | Periodas | Vieta (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R266_M3120171(1.0)",FALSE,FALSE,NA,NA,"M3120171"
"3830","S3R266_M3120179","LSD","S3R266 - Visits to cultural places","S3R266 - Kulturos vietu lankomumas","Place of visit | Sex | Times in 12 months (2011 - 2016) (Was renewed: 2018-12-17)","Kartai per 12 menesiu | Lankyta vieta | Lytis (2011 - 2016) (Atnaujinta: 2018-12-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R266_M3120179(1.0)",FALSE,FALSE,NA,NA,"M3120179"
"3831","S3R266_M3120180","LSD","S3R266 - Visits to cultural places","S3R266 - Kulturos vietu lankomumas","Age | Place of visit | Times in 12 months (2011 - 2016) (Was renewed: 2018-12-17)","Amžius | Kartai per 12 menesiu | Lankyta vieta (2011 - 2016) (Atnaujinta: 2018-12-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R266_M3120180(1.0)",FALSE,FALSE,NA,NA,"M3120180"
"3832","S3R266_M3120181","LSD","S3R266 - Visits to cultural places","S3R266 - Kulturos vietu lankomumas","Education | Place of visit | Times in 12 months (2011 - 2016) (Was renewed: 2018-12-17)","Išsilavinimas | Kartai per 12 menesiu | Lankyta vieta (2011 - 2016) (Atnaujinta: 2018-12-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R266_M3120181(1.0)",FALSE,FALSE,NA,NA,"M3120181"
"3833","S3R266_M3120182","LSD","S3R266 - Visits to cultural places","S3R266 - Kulturos vietu lankomumas","Place of residence | Place of visit | Times in 12 months (2011 - 2016) (Was renewed: 2018-12-17)","Gyvenamoji vietove | Kartai per 12 menesiu | Lankyta vieta (2011 - 2016) (Atnaujinta: 2018-12-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R266_M3120182(1.0)",FALSE,FALSE,NA,NA,"M3120182"
"3834","S3R267_M3190104","LSD","S3R267 - Number of priests at the beginning of the year","S3R267 - Kunigu skaicius metu pabaigoje","Diocese (2000 - 2016) (Not be renewed)","Vyskupija (2000 - 2016) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R267_M3190104(1.0)",FALSE,FALSE,NA,NA,"M3190104"
"3835","S3R268_M3180403","LSD","S3R268 - Support received by charity and support funds","S3R268 - Labdaros ir paramos fondu gauta parama","Donor | Tangible (2007 - 2017) (Was renewed: 2018-12-05)","Materialine vertybe | Teikejas (2007 - 2017) (Atnaujinta: 2018-12-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R268_M3180403(1.0)",FALSE,FALSE,NA,NA,"M3180403"
"3836","S3R268_M3180401","LSD","S3R268 - Support received by charity and support funds","S3R268 - Labdaros ir paramos fondu gauta parama","Donor | Means of support (2007 - 2017) (Was renewed: 2018-12-05)","Paramos dalykai | Teikejas (2007 - 2017) (Atnaujinta: 2018-12-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R268_M3180401(1.0)",FALSE,FALSE,NA,NA,"M3180401"
"3837","S3R269_M3180404","LSD","S3R269 - Support received by charity and support funds from Lithuanian legal persons","S3R269 - Labdaros ir paramos fondu gauta parama iš Lietuvos juridiniu asmenu","Economic activity (NACE Rev. 2, section level) | Means of support (2007 - 2017) (Was renewed: 2018-12-05)","Ekonomines veiklos rušis (EVRK 2 red., sekciju lygiu) | Paramos dalykai (2007 - 2017) (Atnaujinta: 2018-12-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R269_M3180404(1.0)",FALSE,FALSE,NA,NA,"M3180404"
"3838","S3R270_M3180405","LSD","S3R270 - Support received by charity and support funds from foreign legal persons","S3R270 - Labdaros ir paramos fondu gauta parama iš užsienio šaliu juridiniu asmenu","Country | Means of support (2007 - 2017) (Was renewed: 2018-10-10)","Paramos dalykai | Valstybe (2007 - 2017) (Atnaujinta: 2018-10-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R270_M3180405(1.0)",FALSE,FALSE,NA,NA,"M3180405"
"3839","S3R271_M3180402","LSD","S3R271 - Support used by charity and support funds","S3R271 - Labdaros ir paramos fondu panaudota parama","Means of support | Support used (2007 - 2017) (Was renewed: 2018-10-10)","Paramos dalykai | Paramos panaudojimas (2007 - 2017) (Atnaujinta: 2018-10-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R271_M3180402(1.0)",FALSE,FALSE,NA,NA,"M3180402"
"3840","S3R272_M3180406","LSD","S3R272 - Support provided by charity and support funds for Lithuanian legal persons","S3R272 - Labdaros ir paramos fondu suteikta parama Lietuvos juridiniams asmenims","Economic activity (NACE Rev. 2) | Means of support (2007 - 2017) (Was renewed: 2018-12-05)","Ekonomines veiklos rušis (EVRK 2 red.) | Paramos dalykai (2007 - 2017) (Atnaujinta: 2018-12-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R272_M3180406(1.0)",FALSE,FALSE,NA,NA,"M3180406"
"3841","S3R273_M3160601_1","LSD","S3R273 - Number of recipients of funeral grants","S3R273 - Laidojimo pašalpu gaveju skaicius","Administrative territory (1996 - 2018) (Was renewed: 2019-02-26)","Administracine teritorija (1996 - 2018) (Atnaujinta: 2019-02-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R273_M3160601_1(1.0)",FALSE,FALSE,NA,NA,"M3160601_1"
"3842","S3R274_M3161202_2","LSD","S3R274 - Number of temporary residence institutions","S3R274 - Laikino gyvenimo istaigu skaicius","Administrative territory | Type of institution (2003 - 2017) (Was renewed: 2018-06-29)","Administracine teritorija | Istaigos tipas (2003 - 2017) (Atnaujinta: 2018-06-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R274_M3161202_2(1.0)",FALSE,FALSE,NA,NA,"M3161202_2"
"3843","S3R275_M3040101_1","LSD","S3R275 - Job vacancies","S3R275 - Laisvos darbo vietos","Economic activity (NACE Rev. 1.1, section level) | Size class of enterprises (2005K1 - 2008K4) (Not be renewed)","Ekonomines veiklos rušis (EVRK 1.1 red., sekciju lygiu) | Imoniu dydžio grupe (2005K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R275_M3040101_1(1.0)",FALSE,FALSE,NA,NA,"M3040101_1"
"3844","S3R275_M3040102_1","LSD","S3R275 - Job vacancies","S3R275 - Laisvos darbo vietos","Economic activity (NACE Rev. 2, section level) | Size class of enterprises (2008K1 - 2019K1) (Was renewed: 2019-05-28)","Ekonomines veiklos rušis (EVRK 2 red., sekciju lygiu) | Imoniu dydžio grupe (2008K1 - 2019K1) (Atnaujinta: 2019-05-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R275_M3040102_1(1.0)",FALSE,FALSE,NA,NA,"M3040102_1"
